,id,summary,risk,category,variance
3045,53606,"E2E:2018-12-25 20:57:17,429 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.4551828
3055,53616,"E2E:2018-12-25 20:54:10,338 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.38324988
3056,53617,"E2E:2018-12-25 20:55:10,160 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.430500992
3057,53618,"E2E:2018-12-25 20:53:38,561 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.484273662
3058,53619,"E2E:2018-12-25 20:54:38,564 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.49109963
3059,53620,"E2E:2018-12-25 20:53:40,337 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.457497529
3060,53621,"E2E:2018-12-25 20:54:40,158 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459650526
3061,53622,"E2E:2018-12-25 20:54:08,563 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.467201349
3062,53623,"E2E:2018-12-25 20:55:10,340 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.418128495
3063,53624,"E2E:2018-12-25 20:55:17,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.42484558
3064,53625,"E2E:2018-12-25 20:55:12,378 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.380372447
3065,53626,"E2E:2018-12-25 20:53:55,731 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.490117375
3066,53627,"E2E:2018-12-25 20:54:17,433 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.478049705
3067,53628,"E2E:2018-12-25 20:54:42,376 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464286864
3068,53629,"E2E:2018-12-25 20:53:40,156 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.44980218
3069,53630,"E2E:2018-12-25 20:54:47,422 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.463312874
3070,53631,"E2E:2018-12-25 20:53:44,060 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.497394288
3071,53632,"E2E:2018-12-25 20:54:47,435 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.463326805
3072,53633,"E2E:2018-12-25 20:54:12,374 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.427444564
3073,53634,"E2E:2018-12-25 20:55:17,423 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.437005836
3074,53635,"E2E:2018-12-25 20:53:42,372 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.473363707
3075,53636,"E2E:2018-12-25 20:53:47,419 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472301903
3076,53637,"E2E:2018-12-25 20:54:10,157 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472199232
3077,53638,"E2E:2018-12-25 20:55:14,064 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.455258086
3078,53639,"E2E:2018-12-25 20:54:40,339 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459648272
3079,53640,"E2E:2018-12-25 20:53:25,729 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.452870223
3080,53641,"E2E:2018-12-25 20:54:25,733 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.444121123
3081,53642,"E2E:2018-12-25 20:55:08,565 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.44237386
3082,53643,"E2E:2018-12-25 20:53:47,432 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.461186478
3083,53644,"E2E:2018-12-25 20:54:14,062 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.463236183
3084,53645,"E2E:2018-12-25 20:54:55,734 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.481454867
3085,53646,"E2E:2018-12-25 20:54:17,420 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.461888876
3086,53647,"E2E:2018-12-25 20:54:44,063 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472876151
3087,53648,"E2E:2018-12-25 20:52:17,427 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.452059629
3088,53649,"E2E:2018-12-25 20:52:12,367 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.41745029
3089,53650,"E2E:2018-12-25 20:53:10,335 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.465017129
3090,53651,"E2E:2018-12-25 20:52:10,152 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.425349279
3091,53652,"E2E:2018-12-25 20:52:40,334 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.449839931
3092,53653,"E2E:2018-12-25 20:51:38,555 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.481681478
3093,53654,"E2E:2018-12-25 20:52:55,728 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.483045663
3094,53655,"E2E:2018-12-25 20:51:42,366 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.481683799
3095,53656,"E2E:2018-12-25 20:52:17,415 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.452065862
3096,53657,"E2E:2018-12-25 20:51:47,414 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.485350748
3097,53658,"E2E:2018-12-25 20:52:38,558 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.477100935
3098,53659,"E2E:2018-12-25 20:52:14,056 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464935667
3099,53660,"E2E:2018-12-25 20:53:17,430 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.470999743
3100,53661,"E2E:2018-12-25 20:53:14,059 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472494537
3101,53662,"E2E:2018-12-25 20:53:17,418 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.451504708
3102,53663,"E2E:2018-12-25 20:51:40,331 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.466085702
3103,53664,"E2E:2018-12-25 20:52:44,058 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474520698
3104,53665,"E2E:2018-12-25 20:52:40,153 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.429260713
3105,53666,"E2E:2018-12-25 20:52:42,369 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.477098148
3106,53667,"E2E:2018-12-25 20:52:25,726 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.445727889
3107,53668,"E2E:2018-12-25 20:53:08,560 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.476266501
3108,53669,"E2E:2018-12-25 20:51:47,424 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.469665398
3109,53670,"E2E:2018-12-25 20:53:10,155 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.481070146
3110,53671,"E2E:2018-12-25 20:51:40,150 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.45589184
3111,53672,"E2E:2018-12-25 20:53:12,371 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.425272553
3112,53673,"E2E:2018-12-25 20:52:47,417 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464977283
3113,53674,"E2E:2018-12-25 20:52:47,429 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464973225
3114,53675,"E2E:2018-12-25 20:52:08,557 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.484860994
3115,53676,"E2E:2018-12-25 20:52:10,333 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.385774541
3116,53677,"E2E:2018-12-25 20:51:25,723 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.450293436
3117,53678,"E2E:2018-12-25 20:51:44,055 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.494868471
3118,53679,"E2E:2018-12-25 20:51:55,725 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.487566836
3119,53680,"E2E:2018-12-25 20:49:44,050 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.461107949
3120,53681,"E2E:2018-12-25 20:51:17,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456994906
3121,53682,"E2E:2018-12-25 20:50:10,328 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.379653773
3122,53683,"E2E:2018-12-25 20:51:10,330 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.45074878
3123,53684,"E2E:2018-12-25 20:49:55,719 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.480468683
3124,53685,"E2E:2018-12-25 20:50:47,421 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.460229598
3125,53686,"E2E:2018-12-25 20:51:14,054 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.469765663
3126,53687,"E2E:2018-12-25 20:50:47,411 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.460849585
3127,53688,"E2E:2018-12-25 20:50:44,053 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.469773547
3128,53689,"E2E:2018-12-25 20:50:14,051 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.460068895
3129,53690,"E2E:2018-12-25 20:50:17,420 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.458774051
3130,53691,"E2E:2018-12-25 20:50:17,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.447124689
3131,53692,"E2E:2018-12-25 20:49:40,326 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474850145
3132,53693,"E2E:2018-12-25 20:51:12,364 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434016782
3133,53694,"E2E:2018-12-25 20:50:55,722 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.478435983
3134,53695,"E2E:2018-12-25 20:50:38,552 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.48813797
3135,53696,"E2E:2018-12-25 20:50:40,329 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456542796
3136,53697,"E2E:2018-12-25 20:49:38,550 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.490096704
3137,53698,"E2E:2018-12-25 20:50:10,146 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.396336763
3138,53699,"E2E:2018-12-25 20:50:25,720 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.441110961
3139,53700,"E2E:2018-12-25 20:50:08,551 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.480248737
3140,53701,"E2E:2018-12-25 20:50:12,360 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.424326318
3141,53702,"E2E:2018-12-25 20:49:42,359 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474501155
3142,53703,"E2E:2018-12-25 20:49:47,418 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442645662
3143,53704,"E2E:2018-12-25 20:51:17,423 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.468310863
3144,53705,"E2E:2018-12-25 20:51:08,554 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.489383438
3145,53706,"E2E:2018-12-25 20:50:40,148 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.430539474
3146,53707,"E2E:2018-12-25 20:50:42,362 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.461193701
3147,53708,"E2E:2018-12-25 20:49:25,717 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.443177949
3148,53709,"E2E:2018-12-25 20:51:10,149 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.436490809
3149,53710,"E2E:2018-12-25 20:49:40,145 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.432909523
3150,53711,"E2E:2018-12-25 20:49:47,408 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.450955063
3151,53712,"E2E:2018-12-25 20:48:47,405 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.46322278
3152,53713,"E2E:2018-12-25 20:48:12,353 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.415722151
3153,53714,"E2E:2018-12-25 20:48:10,141 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.402577975
3154,53715,"E2E:2018-12-25 20:47:38,544 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.449260283
3155,53716,"E2E:2018-12-25 20:49:17,417 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.460941889
3156,53717,"E2E:2018-12-25 20:47:42,352 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.437604515
3157,53718,"E2E:2018-12-25 20:48:17,413 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.46179726
3158,53719,"E2E:2018-12-25 20:48:10,322 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.455698371
3159,53720,"E2E:2018-12-25 20:49:12,357 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.40563782
3160,53721,"E2E:2018-12-25 20:49:10,325 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.454802533
3161,53722,"E2E:2018-12-25 20:49:08,549 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.466228297
3162,53723,"E2E:2018-12-25 20:47:44,045 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446287996
3163,53724,"E2E:2018-12-25 20:48:44,047 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472752782
3164,53725,"E2E:2018-12-25 20:48:25,714 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.444007579
3165,53726,"E2E:2018-12-25 20:47:47,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.504687819
3166,53727,"E2E:2018-12-25 20:47:55,712 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.455438723
3167,53728,"E2E:2018-12-25 20:47:47,403 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.514301224
3168,53729,"E2E:2018-12-25 20:49:10,144 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.417475635
3169,53730,"E2E:2018-12-25 20:49:17,407 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434064948
3170,53731,"E2E:2018-12-25 20:48:40,142 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.422487516
3171,53732,"E2E:2018-12-25 20:48:17,404 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.450284792
3172,53733,"E2E:2018-12-25 20:49:14,048 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.462289134
3173,53734,"E2E:2018-12-25 20:48:38,546 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.490892414
3174,53735,"E2E:2018-12-25 20:48:42,355 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464205945
3175,53736,"E2E:2018-12-25 20:48:14,046 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.479519038
3176,53737,"E2E:2018-12-25 20:48:55,715 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.48128957
3177,53738,"E2E:2018-12-25 20:48:47,415 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.451858257
3178,53739,"E2E:2018-12-25 20:47:40,140 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.449749837
3179,53740,"E2E:2018-12-25 20:47:40,321 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.449749837
3180,53741,"E2E:2018-12-25 20:47:25,711 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.418254643
3181,53742,"E2E:2018-12-25 20:48:08,545 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.467076753
3182,53743,"E2E:2018-12-25 20:48:40,324 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459579804
3183,53744,"E2E:2018-12-25 20:45:25,705 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.436738265
3184,53745,"E2E:2018-12-25 20:47:17,401 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.423122489
3185,53746,"E2E:2018-12-25 20:47:12,350 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.388414055
3186,53747,"E2E:2018-12-25 20:46:17,407 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.429897763
3187,53748,"E2E:2018-12-25 20:46:40,318 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.454843516
3188,53749,"E2E:2018-12-25 20:46:10,136 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.467478841
3189,53750,"E2E:2018-12-25 20:45:40,134 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.468442994
3190,53751,"E2E:2018-12-25 20:46:40,137 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.455457945
3191,53752,"E2E:2018-12-25 20:45:47,406 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.471989496
3192,53753,"E2E:2018-12-25 20:46:38,541 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.470790752
3193,53754,"E2E:2018-12-25 20:47:17,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.423080901
3194,53755,"E2E:2018-12-25 20:46:47,409 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474669704
3195,53756,"E2E:2018-12-25 20:45:42,344 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.468035013
3196,53757,"E2E:2018-12-25 20:45:40,315 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.451970164
3197,53758,"E2E:2018-12-25 20:46:17,399 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.457074075
3198,53759,"E2E:2018-12-25 20:46:10,317 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.450879582
3199,53760,"E2E:2018-12-25 20:46:55,709 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.476810628
3200,53761,"E2E:2018-12-25 20:47:10,138 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.417035947
3201,53762,"E2E:2018-12-25 20:46:25,708 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.324505671
3202,53763,"E2E:2018-12-25 20:46:08,539 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.451348036
3203,53764,"E2E:2018-12-25 20:45:47,398 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.382036358
3204,53765,"E2E:2018-12-25 20:47:08,542 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.440464523
3205,53766,"E2E:2018-12-25 20:45:38,538 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.48394363
3206,53767,"E2E:2018-12-25 20:45:44,039 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.465287798
3207,53768,"E2E:2018-12-25 20:46:47,400 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.447032128
3208,53769,"E2E:2018-12-25 20:47:14,043 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.436168415
3209,53770,"E2E:2018-12-25 20:46:44,042 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.468129523
3210,53771,"E2E:2018-12-25 20:46:12,345 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.41074482
3211,53772,"E2E:2018-12-25 20:45:55,706 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474107554
3212,53773,"E2E:2018-12-25 20:46:14,040 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.458366575
3213,53774,"E2E:2018-12-25 20:47:10,320 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.428711419
3214,53775,"E2E:2018-12-25 20:46:42,347 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.470785559
3215,53776,"E2E:2018-12-25 20:43:42,337 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459108374
3216,53777,"E2E:2018-12-25 20:44:40,313 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442420748
3217,53778,"E2E:2018-12-25 20:44:55,703 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.347324656
3218,53779,"E2E:2018-12-25 20:44:47,403 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446349588
3219,53780,"E2E:2018-12-25 20:44:47,395 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434407588
3220,53781,"E2E:2018-12-25 20:45:10,314 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.464698267
3221,53782,"E2E:2018-12-25 20:44:08,533 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.46676469
3223,53784,"E2E:2018-12-25 20:44:12,339 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.410016886
3224,53785,"E2E:2018-12-25 20:43:47,393 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.4467092
3225,53786,"E2E:2018-12-25 20:44:40,132 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442417665
3226,53787,"E2E:2018-12-25 20:45:14,038 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.455435917
3227,53788,"E2E:2018-12-25 20:44:42,340 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.447134966
3228,53789,"E2E:2018-12-25 20:43:25,699 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.439052709
3229,53790,"E2E:2018-12-25 20:43:40,129 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.454463276
3230,53791,"E2E:2018-12-25 20:43:44,034 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.46765641
3231,53792,"E2E:2018-12-25 20:44:10,130 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.426566698
3232,53793,"E2E:2018-12-25 20:45:12,342 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.419660149
3233,53794,"E2E:2018-12-25 20:45:17,404 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442429816
3234,53795,"E2E:2018-12-25 20:43:47,400 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446706024
3235,53796,"E2E:2018-12-25 20:43:38,532 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.485946993
3236,53797,"E2E:2018-12-25 20:43:40,310 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442858782
