,id,summary,risk,category,variance
2499,53060,05.06.21 J0147859  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.581345692
2503,53064,05.04.10 J0148114  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.559806502
2504,53065,05.04.10 J0148114  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.533446441
2507,53068,05.04.10 J0148114  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.54781724
2517,53078,21.15.27 J0003984  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.637251961
2518,53079,21.15.27 J0003984  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.660058605
2519,53080,21.15.27 J0003984  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.658965445
2521,53082,21.14.17 J0003984  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 328 86.6% INUSE SYSJOB,2,7,-0.652907044
2523,53084,21.14.18 J0003984  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.65961226
2524,53085,21.14.19 J0003984  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 348 86.9% INUSE SYSJOB,2,7,-0.658269817
2525,53086,21.14.18 J0003984  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.612256227
2530,53091,21.04.12 J0003935  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.546080865
2531,53092,21.04.12 J0003935  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.533961304
2552,53113,05.05.40 J0038962  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.661455778
2553,53114,05.05.40 J0038962  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.662544422
2554,53115,05.05.40 J0038962  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.616582239
2556,53117,05.04.34 J0038962  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.614466921
2559,53120,05.04.33 J0038962  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.666943191
2562,53123,05.04.11 J0039036  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.524536236
2563,53124,05.04.11 J0039036  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.551240013
2565,53126,05.04.11 J0039036  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.539152053
2579,53140,21.15.18 J0108548  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.653976074
2580,53141,21.15.18 J0108548  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.63228148
2581,53142,21.15.18 J0108548  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.655122429
2584,53145,21.14.07 J0108548  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.644602931
2585,53146,21.14.07 J0108548  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 328 86.6% INUSE SYSJOB,2,7,-0.645092926
2586,53147,21.14.08 J0108548  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.650844613
2587,53148,21.14.08 J0108548  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.602626764
2588,53149,21.14.09 J0108548  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 348 86.9% INUSE SYSJOB,2,7,-0.662857209
2594,53155,21.04.11 J0108479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.541473411
2608,53169,01.05.02 J0121046 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,2,3,-0.662964295
2609,53170,*01.05.02 J0121046 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,2,3,-0.662964295
2621,53182,05.05.06 J0142958  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.656353507
2623,53184,05.05.07 J0142958  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.610857188
2624,53185,05.05.07 J0142958  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.657186953
2625,53186,05.04.10 J0143012  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.54781724
2626,53187,05.04.10 J0143012  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.559806502
2629,53190,05.04.10 J0143012  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.533446441
2644,53205,"E2E:2018-12-21 11:50:00,217 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.544747595
2646,53207,"E2E:2018-12-21 11:49:58,240 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.569417495
2647,53208,"E2E:2018-12-21 11:50:28,241 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.572340182
2648,53209,"E2E:2018-12-21 11:50:00,553 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.579078172
2649,53210,"E2E:2018-12-21 11:49:55,172 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.568146819
2650,53211,"E2E:2018-12-21 11:49:30,549 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.584494418
2652,53213,"E2E:2018-12-21 11:50:30,218 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.582692638
2654,53215,"E2E:2018-12-21 11:50:02,308 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.555259994
2655,53216,"E2E:2018-12-21 11:50:30,555 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.58272303
2656,53217,"E2E:2018-12-21 11:49:28,236 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.584331185
2657,53218,"E2E:2018-12-21 11:49:30,215 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.574402219
2659,53220,"E2E:2018-12-21 11:50:32,310 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.547045384
2660,53221,"E2E:2018-12-21 11:49:32,299 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.560064802
2670,53231,"E2E:2018-12-21 11:48:30,213 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.57518233
2671,53232,"E2E:2018-12-21 11:47:32,294 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.523120761
2672,53233,"E2E:2018-12-21 11:48:00,211 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.581649796
2673,53234,"E2E:2018-12-21 11:48:55,138 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.559081325
2674,53235,"E2E:2018-12-21 11:48:00,545 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.566736524
2676,53237,"E2E:2018-12-21 11:48:58,234 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.537438411
2677,53238,"E2E:2018-12-21 11:49:00,548 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.58089537
2679,53240,"E2E:2018-12-21 11:48:30,547 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.599311237
2680,53241,"E2E:2018-12-21 11:48:55,170 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.583467264
2681,53242,"E2E:2018-12-21 11:47:30,544 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.560282876
2682,53243,"E2E:2018-12-21 11:47:58,231 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.563174135
2684,53245,"E2E:2018-12-21 11:47:55,132 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.543460615
2686,53247,"E2E:2018-12-21 11:47:55,160 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.543455318
2687,53248,"E2E:2018-12-21 11:48:28,233 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.574944983
2688,53249,"E2E:2018-12-21 11:48:02,295 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.568749699
2689,53250,"E2E:2018-12-21 11:47:28,230 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.549486312
2690,53251,"E2E:2018-12-21 11:47:30,199 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.575012902
2691,53252,"E2E:2018-12-21 11:48:32,296 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.549953324
2692,53253,"E2E:2018-12-21 11:49:00,214 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.555210794
2693,53254,"E2E:2018-12-21 11:49:02,298 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.56794314
2699,53260,"E2E:2018-12-21 11:46:55,129 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.564720898
2701,53262,"E2E:2018-12-21 11:45:32,288 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.542607275
2702,53263,"E2E:2018-12-21 11:46:00,539 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.552171178
2703,53264,"E2E:2018-12-21 11:45:55,154 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.577098491
2704,53265,"E2E:2018-12-21 11:46:55,158 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.564719876
2706,53267,"E2E:2018-12-21 11:47:02,292 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.542849197
2707,53268,"E2E:2018-12-21 11:46:28,227 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.562748423
2708,53269,"E2E:2018-12-21 11:47:00,542 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.540805866
2709,53270,"E2E:2018-12-21 11:47:00,197 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.540823301
2710,53271,"E2E:2018-12-21 11:46:30,196 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.581201457
2711,53272,"E2E:2018-12-21 11:45:28,224 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.593054168
2712,53273,"E2E:2018-12-21 11:45:30,184 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.59318756
2713,53274,"E2E:2018-12-21 11:45:58,225 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.571400793
2714,53275,"E2E:2018-12-21 11:46:32,291 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.556436637
2715,53276,"E2E:2018-12-21 11:45:55,127 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.562220739
2716,53277,"E2E:2018-12-21 11:45:30,537 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.59318756
2717,53278,"E2E:2018-12-21 11:46:02,290 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.564442604
2718,53279,"E2E:2018-12-21 11:46:30,541 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.581194247
2719,53280,"E2E:2018-12-21 11:46:00,194 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.562423917
2721,53282,"E2E:2018-12-21 11:46:58,228 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.583971559
2736,53297,21.15.33 J0006826  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.663110674
2741,53302,21.04.11 J0006795  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.522666875
2742,53303,21.04.11 J0006795  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.53472751
2757,53318,05.07.13 J0040591  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.624135032
2761,53322,05.05.38 J0040591  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 348 86.9% INUSE SYSJOB,2,7,-0.663567513
2762,53323,05.05.37 J0040591  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.612576952
2763,53324,05.05.37 J0040591  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.65874394
2764,53325,05.05.36 J0040591  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.650051193
2765,53326,05.05.35 J0040591  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 328 86.6% INUSE SYSJOB,2,7,-0.645247139
2768,53329,05.04.11 J0040709  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.551240013
2769,53330,05.04.11 J0040709  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.539152053
2771,53332,05.04.11 J0040709  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.524536236
2774,53335,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12678 TotalDSNs:10187 (TotalDSNs > 10000),2,9,-0.666494835
2776,53337,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: PP2D37 TotalDSNs:10063 (TotalDSNs > 10000),2,9,-0.664622481
2777,53338,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12679 TotalDSNs:10020 (TotalDSNs > 10000) TotalDSNs:10032 (TotalDSNs > 10000),2,9,-0.657781276
2779,53340,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12778 TotalDSNs:10160 (TotalDSNs > 10000),2,9,-0.666509172
2780,53341,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P1267A TotalDSNs:10102 (TotalDSNs > 10000),2,9,-0.662596461
2781,53342,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12192 TotalDSNs:10117 (TotalDSNs > 10000),2,9,-0.66292382
2782,53343,07.05.01 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: PP2D35 TotalDSNs:10067 (TotalDSNs > 10000),2,9,-0.664677684
2784,53345,07.05.02 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12192 TotalDSNs:10060 (TotalDSNs > 10000),2,9,-0.664505937
2785,53346,07.05.02 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12191 TotalDSNs:10032 (TotalDSNs > 10000),2,9,-0.665385321
2796,53357,21.14.59 J0055695  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.665575537
2797,53358,21.14.59 J0055695  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.642579133
2798,53359,21.14.59 J0055695  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.664464249
2800,53361,21.13.59 J0055695  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.653699615
2809,53370,21.04.11 J0055653  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.522690453
2810,53371,21.04.11 J0055653  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.534751136
2829,53390,05.07.33 J0090292  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.64722433
2838,53399,21.15.07 J0102699  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.634486287
2839,53400,21.15.07 J0102699  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.63314284
2840,53401,21.15.07 J0102699  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.6116131
2847,53408,21.13.53 J0102699  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.659764356
2850,53411,21.04.10 J0102659  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.543515061
2853,53414,21.04.10 J0102659  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.531552091
2872,53433,05.06.23 J0137006  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.639814867
2876,53437,05.05.14 J0137006  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.560932376
2877,53438,05.05.13 J0137006  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 328 86.6% INUSE SYSJOB,2,7,-0.648176983
2878,53439,05.05.13 J0137006  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.647703497
2879,53440,05.05.14 J0137006  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.60873094
2881,53442,05.04.10 J0137148  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.547816276
2882,53443,05.04.10 J0137148  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.559805536
2885,53446,05.04.10 J0137148  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.533445474
2891,53452,21.15.29 J0192620  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.659491632
2892,53453,21.15.29 J0192620  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.637766367
2893,53454,21.15.29 J0192620  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.660584229
2895,53456,21.14.13 J0192620  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.650364
2896,53457,21.14.15 J0192620  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 348 86.9% INUSE SYSJOB,2,7,-0.645799675
2898,53459,21.14.14 J0192620  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.649698105
2899,53460,21.14.14 J0192620  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.603935207
2905,53466,21.04.10 J0192578  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.543515061
2906,53467,21.04.10 J0192578  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.531552091
2930,53491,05.07.30 J0027290  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.640985364
2936,53497,05.05.52 J0027290  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.666418459
2937,53498,05.05.55 J0027290  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 348 86.9% INUSE SYSJOB,2,7,-0.661532971
2938,53499,05.04.11 J0027348  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.539151042
2939,53500,05.04.11 J0027348  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.524535221
2940,53501,05.04.11 J0027348  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.551239001
2949,53510,"E2E:2018-12-25 19:57:55,561 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.523290532
2950,53511,"E2E:2018-12-25 19:59:13,858 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.542363444
2953,53514,"E2E:2018-12-25 19:58:55,565 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.525907958
2954,53515,"E2E:2018-12-25 19:58:43,857 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.55719075
2958,53519,"E2E:2018-12-25 19:58:13,855 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.546506684
2959,53520,"E2E:2018-12-25 19:58:40,012 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.535092563
2960,53521,"E2E:2018-12-25 19:57:43,854 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.554845285
2963,53524,"E2E:2018-12-25 19:58:47,198 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.538095241
2964,53525,"E2E:2018-12-25 19:58:17,197 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.522556704
2966,53527,"E2E:2018-12-25 19:56:55,558 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.524599797
2967,53528,"E2E:2018-12-25 19:57:13,852 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.544037355
2969,53530,"E2E:2018-12-25 19:55:43,848 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.524763282
2973,53534,"E2E:2018-12-25 19:56:13,850 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.545289597
2974,53535,"E2E:2018-12-25 19:56:17,192 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.536065583
2975,53536,"E2E:2018-12-25 19:56:43,851 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.556051007
2977,53538,"E2E:2018-12-25 19:57:10,007 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.529479632
3042,53603,"E2E:2018-12-25 20:55:55,737 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.524143596
3222,53783,"E2E:2018-12-25 20:44:44,036 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.526363469
3257,53818,"E2E:2018-12-25 20:42:42,334 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.535761855
3333,53894,"E2E:2018-12-25 20:38:38,518 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.557865793
3707,54268,"E2E:2018-12-25 20:13:13,943 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.536075551
3878,54439,"E2E:2018-12-25 19:59:43,863 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.553235489
3880,54441,"E2E:2018-12-25 19:59:40,015 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,2,-0.530881373
3881,54442,21.15.39 J0099358  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.665990834
3882,54443,21.15.39 J0099358  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.644265382
3883,54444,21.15.39 J0099358  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.66700623
3884,54445,21.14.36 J0099358  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.654052317
3885,54446,21.14.36 J0099358  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB,2,7,-0.65490905
3887,54448,21.14.36 J0099358  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.606037451
3888,54449,21.14.35 J0099358  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 328 86.6% INUSE SYSJOB,2,7,-0.649944208
3897,54458,21.04.11 J0099284  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.522690453
3901,54462,21.04.11 J0099284  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.534751136
3962,54523,05.05.49 J0133863  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.631387471
