,message,category
5588,"@SLS6681I VTV:K30844 MIGRATED TO MVC:204465 LOCATION:0041/00345F23
",5
5589,"DLM01VT3   03/13/2019 00:10:46 vte3 VT: DLm0405I: Device 0E54 Display:
",4
5590,"DLM01VT3   03/13/2019 00:10:47 vte3 VT: DLm0440I: Device 0E54 Scratch
",4
5591,"DLM01VT3   03/13/2019 00:10:47 vte3 VT: DLm0405I: Device 0E5B Display:
",4
5592,"DLM01VT3   03/13/2019 00:10:49 vte3 VT: DLm0405I: Device 0E54 Display:
",4
5593,"DLM02VT1   03/13/2019 00:09:49 vte1 VT: DLm0405I: Device 0D64 Display:
",4
5594,"DLM02VT3   03/13/2019 00:09:49 vte3 VT: DLm0270I: Device 0D88 volume
",4
5595,"DLM01VT1   03/13/2019 00:09:47 vte1 VT: DLm0270I: Device 0E3B volume
",4
5596,"DLM01VT4   03/13/2019 00:09:48 vte4 VT: DLm0496W: Device 0DD6 write
",4
5597,"DLM01VT3   03/13/2019 00:10:51 vte3 VT: DLm0405I: Device 0DCA Display:
",4
5598,"DLM01VT3   03/13/2019 00:10:52 vte3 VT: DLm0496W: Device 0DCA write
",4
5599,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
5600,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5601,"IST314I  END
",1
5602,"DLM01VT4   03/13/2019 00:09:56 vte4 VT: DLm0405I: Device 0D58 Display:
",4
5603,"DLM01VT2   03/13/2019 00:09:56 vte2 VT: DLm0270I: Device 0E4B volume
",4
5604,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
5605,"DLM02VT1   03/13/2019 00:09:56 vte1 VT: DLm0405I: Device 0E78 Display:
",4
5606,"DLM02VT3   03/13/2019 00:09:57 vte3 VT: DLm0270I: Device 0E1C volume
",4
5607,"DLM02VT2   03/13/2019 00:09:55 vte2 VT: DLm0405I: Device 0D76 Display:
",4
5608,"DLM02VT4   03/13/2019 00:09:56 vte4 VT: DLm0405I: Device 0D9A Display:
",4
5609,"DLM01VT4   03/13/2019 00:09:56 vte4 VT: DLm0496W: Device 0D58 write
",4
5610,"IEF196I IEF237I JES2 ALLOCATED TO SYS21728
",5
5611,"DLM02VT2   03/13/2019 00:09:59 vte2 VT: DLm0405I: Device 0DF4 Display:
",4
5612,"DLM01VT1   03/13/2019 00:09:57 vte1 VT: DLm0270I: Device 0D24 volume
",4
5613,"DLM02VT4   03/13/2019 00:09:58 vte4 VT: DLm0405I: Device 0E25 Display:
",4
5614,"ICH70001I TWSA     LAST ACCESS AT 00:02:03 ON WEDNESDAY, MARCH 13, 2019
",5
5615,"DLM01VT3   03/13/2019 00:11:02 vte3 VT: DLm0440I: Device 0E5E Scratch
",4
5616,"DLM02VT3   03/13/2019 00:10:01 vte3 VT: DLm0440I: Device 0D8F Scratch
",4
5617,"DLM01VT4   03/13/2019 00:10:01 vte4 VT: DLm0405I: Device 0E63 Display:
",4
5618,"S SYSJOB,N=QREPREXX
",5
5619,"$HASP100 SYSJOB   ON STCINRDR
",5
5620,"IEF695I START SYSJOB   WITH JOBNAME SYSJOB   IS ASSIGNED TO USER SYSJOB
",5
5621,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
5622,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
5623,"IST314I  END
",1
5624,"DLM01VT3   03/13/2019 00:10:47 vte3 VT: DLm0405I: Device 0E5B Display:
",4
5625,"DLM01VT3   03/13/2019 00:10:48 vte3 VT: DLm0496W: Device 0E5B write
",4
5626,"DLM01VT3   03/13/2019 00:10:48 vte3 VT: DLm0270I: Device 0E5B volume
",4
5627,"DLM02VT1   03/13/2019 00:09:46 vte1 VT: DLm0405I: Device 0DE2 Display:
",4
5628,"DLM02VT1   03/13/2019 00:09:46 vte1 VT: DLm0440I: Device 0DE2 Scratch
",4
5629,"DLM02VT1   03/13/2019 00:09:46 vte1 VT: DLm0405I: Device 0DE2 Display:
",4
5630,"DLM02VT1   03/13/2019 00:09:47 vte1 VT: DLm0270I: Device 0DE2 volume
",4
5631,"DLM02VT2   03/13/2019 00:09:46 vte2 VT: DLm0405I: Device 0DFA Display:
",4
5632,"DLM02VT2   03/13/2019 00:09:46 vte2 VT: DLm0440I: Device 0DFA Scratch
",4
5633,"DLM02VT2   03/13/2019 00:09:47 vte2 VT: DLm0405I: Device 0DFA Display:
",4
5634,"DLM01VT1   03/13/2019 00:09:46 vte1 VT: DLm0405I: Device 0E3B Display:
",4
5635,"DLM01VT1   03/13/2019 00:09:46 vte1 VT: DLm0440I: Device 0DAE Scratch
",4
5636,"DLM01VT1   03/13/2019 00:09:46 vte1 VT: DLm0405I: Device 0DAE Display:
",4
5637,"DLM01VT1   03/13/2019 00:09:46 vte1 VT: DLm0440I: Device 0E3B Scratch
",4
5638,"DLM01VT1   03/13/2019 00:09:46 vte1 VT: DLm0405I: Device 0E3B Display:
",4
5639,"DLM01VT1   03/13/2019 00:09:47 vte1 VT: DLm0496W: Device 0DAE write
",4
5640,"DLM01VT1   03/13/2019 00:09:47 vte1 VT: DLm0270I: Device 0DAE volume
",4
5641,"DLM01VT1   03/13/2019 00:09:47 vte1 VT: DLm0496W: Device 0E3B write
",4
5642,"DLM02VT4   03/13/2019 00:09:46 vte4 VT: DLm0405I: Device 0D9C Display:
",4
5643,"DLM01VT3   03/13/2019 00:10:49 vte3 VT: DLm0405I: Device 0D42 Display:
",4
5644,"DLM02VT1   03/13/2019 00:09:49 vte1 VT: DLm0270I: Device 0D64 volume
",4
5645,"DLM02VT2   03/13/2019 00:09:47 vte2 VT: DLm0270I: Device 0DFA volume
",4
5646,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 104
",3
5647,"DLM01VT4   03/13/2019 00:09:49 vte4 VT: DLm0270I: Device 0DD6 volume
",4
5648,"DLM01VT3   03/13/2019 00:10:52 vte3 VT: DLm0440I: Device 0DCA Scratch
",4
5649,"DLM01VT3   03/13/2019 00:10:52 vte3 VT: DLm0405I: Device 0DCA Display:
",4
5650,"DLM02VT1   03/13/2019 00:09:51 vte1 VT: DLm0405I: Device 0D60 Display:
",4
5651,"DLM02VT1   03/13/2019 00:09:51 vte1 VT: DLm0440I: Device 0D60 Scratch
",4
5652,"DLM02VT1   03/13/2019 00:09:51 vte1 VT: DLm0405I: Device 0D60 Display:
",4
5653,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0405I: Device 0D8E Display:
",4
5654,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0405I: Device 0D81 Display:
",4
5655,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0440I: Device 0D8E Scratch
",4
5656,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0405I: Device 0D8E Display:
",4
5657,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0440I: Device 0D81 Scratch
",4
5658,"DLM02VT3   03/13/2019 00:09:51 vte3 VT: DLm0405I: Device 0D81 Display:
",4
5659,"DLM02VT2   03/13/2019 00:09:49 vte2 VT: DLm0270I: Device 0DF1 volume
",4
5660,"DLM02VT2   03/13/2019 00:09:51 vte2 VT: DLm0405I: Device 0E84 Display:
",4
5661,"DLM02VT2   03/13/2019 00:09:51 vte2 VT: DLm0440I: Device 0E84 Scratch
",4
5662,"DLM02VT2   03/13/2019 00:09:51 vte2 VT: DLm0405I: Device 0E84 Display:
",4
5663,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
5664,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
5665,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5666,"IST314I  END
",1
5667,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
5668,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
5669,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5670,"IST314I  END
",1
5671,"DLM01VT3   03/13/2019 00:10:52 vte3 VT: DLm0270I: Device 0DCA volume
",4
5672,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
5673,"IST314I  END
",1
5674,"IST1394I  CPNAME = BOCHQP.CSWHW01     STATION ID = 020000000000
",0
5675,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 108
",3
5676,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
5677,"IST314I  END
",1
5678,"DLM02VT1   03/13/2019 00:09:57 vte1 VT: DLm0270I: Device 0E78 volume
",4
5679,"DLM02VT3   03/13/2019 00:09:57 vte3 VT: DLm0274I: Device 0E1C volume
",4
5680,"DLM02VT2   03/13/2019 00:09:56 vte2 VT: DLm0440I: Device 0D76 Scratch
",4
5681,"DLM02VT4   03/13/2019 00:09:56 vte4 VT: DLm0440I: Device 0D9A Scratch
",4
5682,"DLM01VT4   03/13/2019 00:09:56 vte4 VT: DLm0270I: Device 0D58 volume
",4
5683,"$HASP125 SA390    INTRDR     SKIPPING FOR JOB CARD FROM S0092182 SA390
",5
5684,"DLM02VT3   03/13/2019 00:09:58 vte3 VT: DLm0405I: Device 0E97 Display:
",4
5685,"DLM01VT1   03/13/2019 00:09:58 vte1 VT: DLm0405I: Device 0E37 Display:
",4
5686,"DLM02VT4   03/13/2019 00:09:59 vte4 VT: DLm0440I: Device 0E25 Scratch
",4
5687,"$HASP373 GPUTOCRM STARTED - WLM INIT  - SRVCLASS BATWLMME - SYS CP1C
",9
5688,"DLM02VT1   03/13/2019 00:10:01 vte1 VT: DLm0405I: Device 0D69 Display:
",4
5689,"DLM01VT1   03/13/2019 00:09:59 vte1 VT: DLm0496W: Device 0E37 write
",4
5690,"-SYSJOB            IEFPROC     00     25    .00    .00    .00    309  
",5
5691,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5692,"DLM01VT3   03/13/2019 00:11:02 vte3 VT: DLm0405I: Device 0E5E Display:
",4
5693,"DLM01VT3   03/13/2019 00:11:03 vte3 VT: DLm0496W: Device 0E5E write
",4
5694,"DLM01VT3   03/13/2019 00:11:03 vte3 VT: DLm0270I: Device 0E5E volume
",4
5695,"DLM02VT1   03/13/2019 00:10:02 vte1 VT: DLm0405I: Device 0D69 Display:
",4
5696,"DLM02VT1   03/13/2019 00:10:02 vte1 VT: DLm0270I: Device 0E79 volume
",4
5697,"DLM02VT1   03/13/2019 00:10:03 vte1 VT: DLm0270I: Device 0D69 volume
",4
5698,"DLM02VT3   03/13/2019 00:10:02 vte3 VT: DLm0405I: Device 0D8F Display:
",4
5699,"DLM02VT3   03/13/2019 00:10:02 vte3 VT: DLm0270I: Device 0D8F volume
",4
5700,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 123
",3
5701,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 124
",3
5702,"DLM01VT4   03/13/2019 00:10:02 vte4 VT: DLm0496W: Device 0E63 write
",4
5703,"DLM01VT4   03/13/2019 00:10:02 vte4 VT: DLm0270I: Device 0E63 volume
",4
5704,"ICH70001I SYSJOB   LAST ACCESS AT 00:05:09 ON WEDNESDAY, MARCH 13, 2019
",5
5705,"$HASP373 QREPREXX STARTED - INIT 1    - CLASS B        - SYS CP1B
",9
5706,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 125
",3
5707,"IEA630I  OPERATOR SYSJOB   NOW ACTIVE,   SYSTEM=CP1B    , LU=
",5
5708,"$CJ(100075),P
",5
5709,"$HASP890 JOB(CHKQDEP1) 209
",5
5710,"$HASP250 CHKQDEP1 PURGED -- (JOB KEY WAS D5CFC34A)
",5
5711,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
5712,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
5713,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5714,"IST314I  END
",1
5715,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
5716,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
5717,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5718,"IST314I  END
",1
5719,"IEA631I  OPERATOR SYSJOB   NOW INACTIVE, SYSTEM=CP1B    , LU=
",5
5720,"IEA630I  OPERATOR SYSJOB   NOW ACTIVE,   SYSTEM=CP1B    , LU=
",5
5721,"$CJ(100076),P
",5
5722,"$HASP890 JOB(CHKQDEP2) 222
",5
5723,"$HASP250 CHKQDEP2 PURGED -- (JOB KEY WAS D5CFC34B)
",5
5724,"DLM01VT4   03/13/2019 00:10:05 vte4 VT: DLm0405I: Device 0E65 Display:
",4
5725,"DLM01VT4   03/13/2019 00:10:05 vte4 VT: DLm0440I: Device 0E65 Scratch
",4
5726,"DLM01VT4   03/13/2019 00:10:06 vte4 VT: DLm0405I: Device 0E65 Display:
",4
5727,"DLM01VT2   03/13/2019 00:10:06 vte2 VT: DLm0405I: Device 0DB2 Display:
",4
5728,"DLM01VT2   03/13/2019 00:10:06 vte2 VT: DLm0440I: Device 0DB2 Scratch
",4
5729,"IEA631I  OPERATOR SYSJOB   NOW INACTIVE, SYSTEM=CP1B    , LU=
",5
5730,"$HASP100 CHKQDEP1 ON INTRDR      ORGINFO               FROM J0100081
",5
5731,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
5732,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 126
",3
5733,"$HASP100 CHKQDEP2 ON INTRDR      ORGINFO               FROM J0100081
",5
5734,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
5735,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 127
",3
5736,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 128
",3
5737,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0E9F Display:
",4
5738,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0E18 Display:
",4
5739,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0D82 Display:
",4
5740,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0440I: Device 0E18 Scratch
",4
5741,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0E18 Display:
",4
5742,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0439I: Device 0E18 volume
",4
5743,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0440I: Device 0E9F Scratch
",4
5744,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0E1C Display:
",4
5745,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0E1A Display:
",4
5746,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0D82 Display:
",4
5747,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0405I: Device 0D83 Display:
",4
5748,"DLM02VT3   03/13/2019 00:10:06 vte3 VT: DLm0440I: Device 0E1C Scratch
",4
5749,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0440I: Device 0EA2 Scratch
",4
5750,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0405I: Device 0EA2 Display:
",4
5751,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0440I: Device 0D90 Scratch
",4
5752,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0405I: Device 0D90 Display:
",4
5753,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0439I: Device 0D90 volume
",4
5754,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0501I: Volume KA5736
",4
5755,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0440I: Device 0EAA Scratch
",4
5756,"DLM02VT4   03/13/2019 00:09:41 vte4 VT: DLm0501I: Volume KA4601
",4
5757,"DLM02VT4   03/13/2019 00:09:42 vte4 VT: DLm0405I: Device 0EA0 Display:
",4
5758,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
5759,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
5760,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
5761,"IST314I  END
",1
5762,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
5763,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
5764,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
5765,"IST314I  END
",1
5766,"@SLS6681I VTV:K30219 MIGRATED TO MVC:204465 LOCATION:0041/00345CD4
",5
5767,"@SLS6681I VTV:U38693 MIGRATED TO MVC:009049 LOCATION:003C/00066158
",5
5768,"DLM01VT2   03/13/2019 00:09:41 vte2 VT: DLm0405I: Device 0DBA Display:
",4
5769,"DLM01VT2   03/13/2019 00:09:41 vte2 VT: DLm0440I: Device 0DBA Scratch
",4
5770,"DLM01VT2   03/13/2019 00:09:41 vte2 VT: DLm0405I: Device 0DBA Display:
",4
5771,"DLM01VT2   03/13/2019 00:09:42 vte2 VT: DLm0496W: Device 0DBA write
",4
5772,"DLM01VT2   03/13/2019 00:09:42 vte2 VT: DLm0270I: Device 0DBA volume
",4
5773,"DLM01VT3   03/13/2019 00:10:44 vte3 VT: DLm0270I: Device 0DCF volume
",4
5774,"DLM02VT4   03/13/2019 00:09:42 vte4 VT: DLm0405I: Device 0EAA Display:
",4
5775,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 097
",3
5776,"DLM01VT4   03/13/2019 00:09:46 vte4 VT: DLm0270I: Device 0E6C volume
",4
5777,"DLM01VT3   03/13/2019 00:10:50 vte3 VT: DLm0496W: Device 0D42 write
",4
5778,"DLM01VT3   03/13/2019 00:10:50 vte3 VT: DLm0270I: Device 0D42 volume
",4
5779,"@SLS6681I VTV:K30581 MIGRATED TO MVC:204465 LOCATION:0041/0034606D
",5
5780,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 103
",3
5781,"DLM02VT3   03/13/2019 00:09:48 vte3 VT: DLm0405I: Device 0D88 Display:
",4
5782,"DLM02VT2   03/13/2019 00:09:48 vte2 VT: DLm0405I: Device 0DF1 Display:
",4
5783,"DLM01VT4   03/13/2019 00:09:48 vte4 VT: DLm0405I: Device 0DD6 Display:
",4
5784,"DLM01VT2   03/13/2019 00:09:49 vte2 VT: DLm0405I: Device 0DB0 Display:
",4
5785,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 105
",3
5786,"DLM02VT1   03/13/2019 00:09:52 vte1 VT: DLm0270I: Device 0D60 volume
",4
5787,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5788,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW01  PU GEN NOT SUPPORTED
",6
5789,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
5790,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 109
",3
5791,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
5792,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 110
",3
5793,"DLM02VT3   03/13/2019 00:09:56 vte3 VT: DLm0405I: Device 0E92 Display:
",4
5794,"DLM02VT3   03/13/2019 00:09:57 vte3 VT: DLm0280I: Device 0E1C volume
",4
5795,"DLM02VT2   03/13/2019 00:09:56 vte2 VT: DLm0405I: Device 0D76 Display:
",4
5796,"DLM02VT4   03/13/2019 00:09:57 vte4 VT: DLm0440I: Device 0D97 Scratch
",4
5797,"DLM01VT4   03/13/2019 00:09:56 vte4 VT: DLm0270I: Device 0D5E volume
",4
5798,"IEF196I IEF285I   SA390.SA390.S0092182.INTRDR.?                SYSOUT
",5
5799,"DLM02VT3   03/13/2019 00:09:58 vte3 VT: DLm0440I: Device 0E14 Scratch
",4
5800,"DLM01VT1   03/13/2019 00:09:58 vte1 VT: DLm0440I: Device 0E37 Scratch
",4
5801,"DLM02VT4   03/13/2019 00:09:59 vte4 VT: DLm0405I: Device 0E25 Display:
",4
5802,"-                                         --TIMINGS (MINS.)--          
",5
5803,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 122
",3
5804,"$HASP100 QREPREXX ON INTRDR      BOC                   FROM S0100080
",5
5805,"$HASP395 SYSJOB   ENDED - RC=0000
",5
5806,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
5807,"DLM01VT4   03/13/2019 00:10:06 vte4 VT: DLm0496W: Device 0E65 write
",4
5808,"$HASP893 VOLUME(CP1SP2)  STATUS=ACTIVE,PERCENT=36
",8
5809,"S SYSJOB,N=JCPSMCHK
",5
5810,"DLM01VT2   03/13/2019 00:10:07 vte2 VT: DLm0496W: Device 0DB2 write
",4
5811,"$HASP373 SYSJOB   STARTED
",9
5812,"$HASP100 JCPSMCHK ON INTRDR                            FROM S0100084
",5
5813,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
5814,"-                                         --TIMINGS (MINS.)--          
",5
5815,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
5816,"-SYSJOB            IEFPROC     00     34    .00    .00    .00    301  
",5
5817,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
5818,"$HASP395 SYSJOB   ENDED - RC=0000
",5
5819,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00E3.
",5
5820,"@SLS6681I VTV:U39022 MIGRATED TO MVC:009049 LOCATION:003C/00066238
",5
5821,"DLM02VT1   03/13/2019 00:10:08 vte1 VT: DLm0405I: Device 0DE7 Display:
",4
5822,"DLM02VT1   03/13/2019 00:10:09 vte1 VT: DLm0440I: Device 0DE7 Scratch
",4
5823,"DLM02VT1   03/13/2019 00:10:09 vte1 VT: DLm0405I: Device 0DE7 Display:
",4
5824,"DLM01VT1   03/13/2019 00:10:07 vte1 VT: DLm0405I: Device 0DAF Display:
",4
5825,"DLM01VT1   03/13/2019 00:10:08 vte1 VT: DLm0270I: Device 0DAF volume
",4
5826,"IST314I  END
",1
5827,"IST314I  END
",1
5828,"DLM02VT4   03/13/2019 00:10:08 vte4 VT: DLm0405I: Device 0EAD Display:
",4
5829,"DLM02VT4   03/13/2019 00:10:10 vte4 VT: DLm0270I: Device 0EA5 volume
",4
5830,"-JCPSMCHK          ABS         00    131    .00    .00    .00   2540  
",5
5831,"IST314I  END
",1
5832,"DLM01VT4   03/13/2019 00:10:08 vte4 VT: DLm0405I: Device 0E60 Display:
",4
5833,"DLM01VT4   03/13/2019 00:10:09 vte4 VT: DLm0270I: Device 0E60 volume
",4
5834,"CSQP018I !MQ3A CSQPBCKW CHECKPOINT STARTED FOR ALL BUFFER POOLS
",9
5835,"CSQM297I !MQ3A CSQMDRTC NO CONN FOUND MATCHING REQUEST CRITERIA
",5
5836,"DLM01VT2   03/13/2019 00:10:13 vte2 VT: DLm0496W: Device 0D32 write
",4
5837,"DLM01VT1   03/13/2019 00:10:12 vte1 VT: DLm0270I: Device 0DAB volume
",4
5838,"IST314I  END
",1
5839,"$HASP309 INIT 1    INACTIVE ******** C=B
",9
5840,"DLM02VT2   03/13/2019 00:10:16 vte2 VT: DLm0405I: Device 0DF9 Display:
",4
5841,"DLM02VT2   03/13/2019 00:10:17 vte2 VT: DLm0405I: Device 0DFF Display:
",4
5842,"DLM01VT1   03/13/2019 00:10:16 vte1 VT: DLm0405I: Device 0DA4 Display:
",4
5843,"DLM02VT4   03/13/2019 00:10:16 vte4 VT: DLm0405I: Device 0E28 Display:
",4
5844,"DLM01VT4   03/13/2019 00:10:17 vte4 VT: DLm0270I: Device 0D5D volume
",4
5845,"DLM01VT2   03/13/2019 00:10:18 vte2 VT: DLm0405I: Device 0D39 Display:
",4
5846,"DLM02VT3   03/13/2019 00:10:19 vte3 VT: DLm0440I: Device 0D8C Scratch
",4
5847,"DLM01VT1   03/13/2019 00:10:19 vte1 VT: DLm0270I: Device 0D26 volume
",4
5848,"DLM01VT3   03/13/2019 00:11:20 vte3 VT: DLm0405I: Device 0D46 Display:
",4
5849,"DLM02VT2   03/13/2019 00:10:21 vte2 VT: DLm0405I: Device 0D7C Display:
",4
5850,"DLM02VT3   03/13/2019 00:10:21 vte3 VT: DLm0439I: Device 0E18 volume
",4
5851,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5852,"DLM01VT2   03/13/2019 00:10:21 vte2 VT: DLm0440I: Device 0DB6 Scratch
",4
5853,"DLM01VT3   03/13/2019 00:11:24 vte3 VT: DLm0496W: Device 0E5C write
",4
5854,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5855,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW01  PU GEN NOT SUPPORTED
",6
5856,"HZS0002E CHECK(IBMXCF,XCF_CDS_SPOF): 626
",5
5857,"IST314I  END
",1
5858,"DLM01VT3   03/13/2019 00:11:28 vte3 VT: DLm0496W: Device 0E5A write
",4
5859,"DLM02VT1   03/13/2019 00:10:27 vte1 VT: DLm0440I: Device 0E76 Scratch
",4
5860,"DLM02VT4   03/13/2019 00:10:26 vte4 VT: DLm0440I: Device 0D90 Scratch
",4
5861,"DLM01VT2   03/13/2019 00:10:28 vte2 VT: DLm0496W: Device 0D36 write
",4
5862,"DLM01VT3   03/13/2019 00:11:30 vte3 VT: DLm0405I: Device 0D4C Display:
",4
5863,"DLM02VT4   03/13/2019 00:10:29 vte4 VT: DLm0440I: Device 0EA3 Scratch
",4
5864,"DLM01VT4   03/13/2019 00:10:29 vte4 VT: DLm0270I: Device 0DD1 volume
",4
5865,"DLM01VT3   03/13/2019 00:11:30 vte3 VT: DLm0270I: Device 0E56 volume
",4
5866,"DLM01VT3   03/13/2019 00:11:31 vte3 VT: DLm0405I: Device 0DC2 Display:
",4
5867,"DLM02VT3   03/13/2019 00:10:31 vte3 VT: DLm0405I: Device 0E18 Display:
",4
5868,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
5869,"DLM01VT2   03/13/2019 00:10:33 vte2 VT: DLm0270I: Device 0D34 volume
",4
5870,"IST314I  END
",1
5871,"DLM02VT2   03/13/2019 00:10:32 vte2 VT: DLm0270I: Device 0DFB volume
",4
5872,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
5873,"DLM01VT2   03/13/2019 00:10:36 vte2 VT: DLm0440I: Device 0E46 Scratch
",4
5874,"DLM01VT4   03/13/2019 00:09:55 vte4 VT: DLm0405I: Device 0D58 Display:
",4
