,id,summary,risk
1893,52454,21.14.14 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.9% INUSE SYSJOB,2.196438903
3936,54497,"E2E:2018-12-25 21:00:55,761 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.19527394
3260,53821,"E2E:2018-12-25 20:41:38,526 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.194110211
3441,54002,"E2E:2018-12-25 20:29:43,994 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.192947715
3279,53840,"E2E:2018-12-25 20:39:38,521 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.191786451
760,51321,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.4% INUSE SYSJOB,2.190626416
3484,54045,"E2E:2018-12-25 20:27:43,988 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.189467608
402,50963,21.14.07 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.0% INUSE SYSJOB,2.188310026
3356,53917,"E2E:2018-12-25 20:36:44,014 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.187153667
383,50944,05.06.19 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.3% INUSE SYSJOB,2.185998529
856,51417,05.08.37 CP1F J0066319  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,2.184844611
379,50940,05.06.21 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 74.7% INUSE SYSJOB,2.18369191
2421,52982,21.14.21 J0019393  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2.182540425
1728,52289,21.13.44 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.7% INUSE SYSJOB,2.181390154
3364,53925,"E2E:2018-12-25 20:36:08,509 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.180241095
307,50868,21.14.10 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,2.179093246
331,50892,05.05.09 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,2.177946604
2971,53532,"E2E:2018-12-25 19:55:47,191 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.176801169
2247,52808,05.06.11 J0057347  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.2% INUSE SYSJOB,2.175656938
613,51174,"19.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",2.174513909
3065,53626,"E2E:2018-12-25 20:53:55,731 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.173372081
135,50696,21.14.31 CP1F J0116416  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,2.172231451
3628,54189,"E2E:2018-12-25 20:18:43,959 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.171092017
732,51293,"20.15.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.169953779
3503,54064,"E2E:2018-12-25 20:26:38,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.168816733
2968,53529,"E2E:2018-12-25 19:55:40,003 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.167680878
3093,53654,"E2E:2018-12-25 20:52:55,728 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.166546213
608,51169,"19.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",2.165412735
353,50914,21.13.47 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.3% INUSE SYSJOB,2.164280442
2931,53492,05.07.30 J0027290  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.163149332
3117,53678,"E2E:2018-12-25 20:51:44,055 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.162019404
3510,54071,"E2E:2018-12-25 20:26:42,277 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.160890657
668,51229,"20.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.159763087
3271,53832,"E2E:2018-12-25 20:41:44,028 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.158636693
3144,53705,"E2E:2018-12-25 20:51:08,554 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.157511473
724,51285,"20.20.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.156387426
3369,53930,"E2E:2018-12-25 20:36:55,679 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.15526455
2683,53244,"E2E:2018-12-21 11:48:25,161 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.154142842
2675,53236,"E2E:2018-12-21 11:48:25,133 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.153022302
2651,53212,"E2E:2018-12-21 11:49:25,171 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.151902926
3544,54105,"E2E:2018-12-25 20:23:38,450 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.150784714
644,51205,"19.34.42 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.149667664
3549,54110,"E2E:2018-12-25 20:24:43,980 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.148551773
3298,53859,"E2E:2018-12-25 20:41:08,525 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.14743704
3316,53877,"E2E:2018-12-25 20:39:08,520 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.146323463
1733,52294,21.13.44 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.6% INUSE SYSJOB,2.145211041
3165,53726,"E2E:2018-12-25 20:47:47,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.144099771
3754,54315,"E2E:2018-12-25 20:09:43,933 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.142989651
3519,54080,"E2E:2018-12-25 20:26:13,984 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.141880681
3926,54487,"E2E:2018-12-25 21:00:40,176 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.140772858
3912,54473,"E2E:2018-12-25 21:00:40,356 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.13966618
713,51274,"20.27.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.138560646
2722,53283,"E2E:2018-12-21 11:46:25,128 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.137456254
712,51273,"20.27.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.136353001
3869,54430,"E2E:2018-12-25 19:59:25,566 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.135250887
3343,53904,"E2E:2018-12-25 20:35:38,508 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.13414991
4113,54674,05.07.04 J0135801  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.133050067
3921,54482,"E2E:2018-12-25 21:00:38,583 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.131951358
672,51233,"20.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",2.130853779
3439,54000,"E2E:2018-12-25 20:29:38,476 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.129757331
3494,54055,"E2E:2018-12-25 20:27:38,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.12866201
3058,53619,"E2E:2018-12-25 20:54:38,564 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.127567815
3577,54138,"E2E:2018-12-25 20:23:13,976 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.126474744
441,51002,05.04.14 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.5% INUSE SYSJOB,2.125382796
3911,54472,"E2E:2018-12-25 21:00:42,397 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.124291969
1864,52425,05.06.07 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.8% INUSE SYSJOB,2.123202261
2552,53113,05.05.40 J0038962  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.12211367
711,51272,"20.27.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.121026195
2798,53359,21.14.59 J0055695  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.119939834
3361,53922,"E2E:2018-12-25 20:36:17,373 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.118854586
1891,52452,21.14.12 J0014350  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.0% INUSE SYSJOB,2.117770448
667,51228,"20.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",2.116687418
2734,53295,21.15.33 J0006826  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.115605496
3118,53679,"E2E:2018-12-25 20:51:55,725 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.11452468
3450,54011,"E2E:2018-12-25 20:30:43,997 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.113444967
3499,54060,"E2E:2018-12-25 20:28:43,991 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.112366356
3505,54066,"E2E:2018-12-25 20:26:08,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.111288846
749,51310,"20.05.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.110212434
3660,54221,"E2E:2018-12-25 20:16:43,954 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.109137119
628,51189,"19.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.1080629
3252,53813,"E2E:2018-12-25 20:41:55,694 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.106989774
3292,53853,"E2E:2018-12-25 20:39:55,688 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.105917741
3057,53618,"E2E:2018-12-25 20:53:38,561 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.104846798
627,51188,"19.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.103776943
457,51018,21.13.25 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.4% INUSE SYSJOB,2.102708175
3915,54476,"E2E:2018-12-25 21:00:10,173 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.101640493
440,51001,05.04.14 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.1% INUSE SYSJOB,2.100573895
3173,53734,"E2E:2018-12-25 20:48:38,546 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.099508378
3136,53697,"E2E:2018-12-25 20:49:38,550 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.098443942
3097,53658,"E2E:2018-12-25 20:52:38,558 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.097380585
3927,54488,"E2E:2018-12-25 21:01:17,441 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.096318305
3473,54034,"E2E:2018-12-25 20:29:13,992 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0952571
3631,54192,"E2E:2018-12-25 20:18:38,434 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.09419697
740,51301,"20.10.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.093137911
3527,54088,"E2E:2018-12-25 20:27:13,987 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.092079923
626,51187,"19.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.091023004
3379,53940,"E2E:2018-12-25 20:33:38,493 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.089967153
3331,53892,"E2E:2018-12-25 20:37:38,515 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.088912367
3105,53666,"E2E:2018-12-25 20:52:42,369 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.087858645
3584,54145,"E2E:2018-12-25 20:22:43,974 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.086805986
3373,53934,"E2E:2018-12-25 20:36:40,111 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.085754388
3134,53695,"E2E:2018-12-25 20:50:38,552 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.084703849
1868,52429,05.06.05 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 72.7% INUSE SYSJOB,2.083654368
617,51178,"19.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.082605943
3390,53951,"E2E:2018-12-25 20:33:42,303 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.081558573
3109,53670,"E2E:2018-12-25 20:53:10,155 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.080512255
3383,53944,"E2E:2018-12-25 20:35:14,010 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.079466989
3516,54077,"E2E:2018-12-25 20:26:55,649 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.078422773
3399,53960,"E2E:2018-12-25 20:35:08,507 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.077379605
3937,54498,"E2E:2018-12-25 21:00:44,084 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.076337483
3355,53916,"E2E:2018-12-25 20:36:42,313 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.075296407
2221,52782,"02.10.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.074256374
3670,54231,"E2E:2018-12-25 20:15:43,951 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.073217382
625,51186,"19.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.072179432
1936,52497,21.14.19 J0105560  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.7% INUSE SYSJOB,2.07114252
3986,54547,21.14.25 J0197703  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.2% INUSE SYSJOB,2.070106645
3414,53975,"E2E:2018-12-25 20:31:38,482 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.069071806
3907,54468,"E2E:2018-12-25 21:00:14,083 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.068038001
3486,54047,"E2E:2018-12-25 20:29:08,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.067005228
3632,54193,"E2E:2018-12-25 20:18:13,958 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.065973487
773,51334,"21.07.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.064942775
3933,54494,"E2E:2018-12-25 21:00:08,581 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.06391309
620,51181,"19.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.062884433
3096,53657,"E2E:2018-12-25 20:51:47,414 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.0618568
832,51393,21.14.04 CP1E J0031966  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.5% INUSE SYSJOB,2.06083019
772,51333,"21.07.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.059804603
3804,54365,"E2E:2018-12-25 20:06:43,923 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.058780035
619,51180,"19.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.057756487
1923,52484,05.14.11 J0048825  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 73.1% INUSE SYSJOB,2.056733955
456,51017,21.13.25 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.3% INUSE SYSJOB,2.055712439
688,51249,"20.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.054691938
636,51197,"19.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.053672449
3537,54098,"E2E:2018-12-25 20:23:55,640 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.052653971
715,51276,"20.25.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.051636504
3100,53661,"E2E:2018-12-25 20:53:14,059 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.050620044
719,51280,"20.23.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.049604591
1970,52531,05.06.12 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 80.8% INUSE SYSJOB,2.048590143
687,51248,"20.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.047576699
635,51196,"19.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.046564257
3107,53668,"E2E:2018-12-25 20:53:08,560 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.045552815
3103,53664,"E2E:2018-12-25 20:52:44,058 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.044542373
2435,52996,21.14.10 J0019393  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 74.4% INUSE SYSJOB,2.043532929
3375,53936,"E2E:2018-12-25 20:34:38,505 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.042524481
650,51211,"19.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.041517028
3175,53736,"E2E:2018-12-25 20:48:14,046 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.040510568
618,51179,"19.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.0395051
771,51332,"21.07.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.038500623
633,51194,"19.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.037497134
3256,53817,"E2E:2018-12-25 20:41:40,124 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.036494633
3092,53653,"E2E:2018-12-25 20:51:38,555 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.035493118
3098,53659,"E2E:2018-12-25 20:52:14,056 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.034492588
1973,52534,05.06.11 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.7% INUSE SYSJOB,2.03349304
603,51164,"19.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.032494475
600,51161,"19.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.031496889
616,51177,"19.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",2.030500283
3554,54115,"E2E:2018-12-25 20:24:13,978 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.029504653
3451,54012,"E2E:2018-12-25 20:31:13,998 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.02851
602,51163,"19.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",2.027516321
3,50564,21.13.25 CP1F J0122972  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.1% INUSE SYSJOB,2.026523615
3769,54330,"E2E:2018-12-25 20:09:13,931 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.025531881
3094,53655,"E2E:2018-12-25 20:51:42,366 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.024541117
1826,52387,21.14.06 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.0% INUSE SYSJOB,2.023551321
634,51195,"19.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.022562493
3445,54006,"E2E:2018-12-25 20:30:38,479 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.021574631
2069,52630,"01.36.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",2.020587734
3491,54052,"E2E:2018-12-25 20:28:38,467 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.019601799
686,51247,"20.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",2.018616827
3352,53913,"E2E:2018-12-25 20:35:55,676 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.017632814
2196,52757,"02.24.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",2.016649761
3416,53977,"E2E:2018-12-25 20:33:08,491 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.015667664
3344,53905,"E2E:2018-12-25 20:37:08,513 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.014686524
770,51331,"21.08.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.013706339
677,51238,"20.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",2.012727107
3305,53866,"E2E:2018-12-25 20:39:42,324 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.011748827
3448,54009,"E2E:2018-12-25 20:29:55,658 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.010771497
3917,54478,"E2E:2018-12-25 21:01:10,178 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.009795117
3235,53796,"E2E:2018-12-25 20:43:38,532 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.008819684
3139,53700,"E2E:2018-12-25 20:50:08,551 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.007845198
3449,54010,"E2E:2018-12-25 20:30:42,293 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.006871657
3480,54041,"E2E:2018-12-25 20:27:55,652 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.005899059
722,51283,"20.22.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",2.004927403
3474,54035,"E2E:2018-12-25 20:28:42,285 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.003956689
2759,53320,05.07.13 J0040591  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.002986914
3084,53645,"E2E:2018-12-25 20:54:55,734 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.002018077
3354,53915,"E2E:2018-12-25 20:36:14,013 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2.001050177
624,51185,"19.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",2.000083212
714,51275,"20.27.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1.999117181
103,50664,05.04.13 CP1C J0049198  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.3% INUSE SYSJOB,1.998152083
721,51282,"20.22.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.997187917
601,51162,"19.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1.99622468
2064,52625,"01.39.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1.995262373
3041,53602,"E2E:2018-12-25 20:56:42,383 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.994300992
1782,52343,21.13.32 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.7% INUSE SYSJOB,1.993340538
403,50964,21.14.06 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.2% INUSE SYSJOB,1.992381008
2223,52784,"02.09.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1.991422401
685,51246,"20.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.990464717
2000,52561,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1.989507953
3287,53848,"E2E:2018-12-25 20:41:10,304 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.988552109
3281,53842,"E2E:2018-12-25 20:41:10,122 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.987597182
3313,53874,"E2E:2018-12-25 20:39:10,117 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.986643173
3466,54027,"E2E:2018-12-25 20:31:08,480 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.985690078
3575,54136,"E2E:2018-12-25 20:22:38,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.984737898
1966,52527,05.06.14 J0130507  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.5% INUSE SYSJOB,1.98378663
2957,53518,"E2E:2018-12-25 19:58:25,563 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.982836274
3923,54484,"E2E:2018-12-25 20:59:38,580 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.981886828
720,51281,"20.22.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1.980938291
680,51241,"20.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1.979990661
3205,53766,"E2E:2018-12-25 20:45:38,538 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.979043938
727,51288,"20.18.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.978098119
3442,54003,"E2E:2018-12-25 20:30:13,995 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.977153204
