,summary,risk,category,CDFscore
4930,"E2E:2018-09-26 21:35:11,437 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.473117503
4931,"E2E:2018-09-26 21:36:04,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.426723515
4932,"E2E:2018-09-26 21:36:13,777 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.446668594
4933,"E2E:2018-09-26 21:36:48,451 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.493207111
4934,"E2E:2018-09-26 21:36:11,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.454111866
4935,"E2E:2018-09-26 21:35:34,437 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.525220408
4936,"E2E:2018-09-26 21:36:43,778 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.528327793
4937,"E2E:2018-09-26 21:37:04,443 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.550151756
4938,"E2E:2018-09-26 21:37:06,919 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.577612372
4939,"E2E:2018-09-26 21:36:00,438 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.420653274
4940,"E2E:2018-09-26 21:35:30,437 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.487353664
4941,"E2E:2018-09-26 21:35:48,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.482945512
4942,"E2E:2018-09-26 21:36:18,449 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.415594739
4943,"E2E:2018-09-26 21:35:18,439 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.447608036
4944,"E2E:2018-09-26 21:35:43,775 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.53100159
4945,"E2E:2018-09-26 21:35:36,913 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.549140049
4946,"E2E:2018-09-26 21:36:48,451 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.493207111
4947,"E2E:2018-09-26 21:35:48,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.482945512
4948,"E2E:2018-09-26 21:36:41,442 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.494074288
4949,"E2E:2018-09-26 21:36:30,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.466830467
4950,"E2E:2018-09-26 21:35:48,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.482945512
4951,"E2E:2018-09-26 21:36:36,917 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.612660789
4952,"E2E:2018-09-26 21:36:00,438 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.420653274
4953,"E2E:2018-09-26 21:35:41,439 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.528905911
4954,"E2E:2018-09-26 21:36:06,915 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.555643879
4955,"E2E:2018-09-26 21:35:26,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.363347305
4956,"E2E:2018-09-26 21:36:47,527 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.539745628
4957,"E2E:2018-09-26 21:36:30,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.466830467
4958,"E2E:2018-09-26 21:36:56,442 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.492050874
4959,"E2E:2018-09-26 21:36:34,441 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.542130366
4960,"E2E:2018-09-26 21:36:17,525 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.54567134
4961,"E2E:2018-09-26 21:35:17,515 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.518716578
4962,"E2E:2018-09-26 21:36:18,449 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.415594739
4963,"E2E:2018-09-26 21:35:18,439 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.447608036
4964,"E2E:2018-09-26 21:35:56,438 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.483884954
4965,"E2E:2018-09-26 21:38:30,449 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.538661656
4966,"E2E:2018-09-26 21:38:48,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.530134412
4967,"E2E:2018-09-26 21:39:04,450 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.515464663
4968,"E2E:2018-09-26 21:38:13,786 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.573854603
4969,"E2E:2018-09-26 21:37:48,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.542563954
4970,"E2E:2018-09-26 21:37:43,783 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.571614395
4971,"E2E:2018-09-26 21:37:48,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.542563954
4972,"E2E:2018-09-26 21:38:11,449 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.525292672
4973,"E2E:2018-09-26 21:38:18,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.49833791
4974,"E2E:2018-09-26 21:37:18,453 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.502746062
4975,"E2E:2018-09-26 21:37:26,444 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.442910825
4976,"E2E:2018-09-26 21:38:18,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.49833791
4977,"E2E:2018-09-26 21:38:56,454 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.57320422
4978,"E2E:2018-09-26 21:38:06,923 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.595172713
4979,"E2E:2018-09-26 21:38:43,788 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.605000723
4980,"E2E:2018-09-26 21:38:48,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.530134412
4981,"E2E:2018-09-26 21:37:36,921 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.590836826
4982,"E2E:2018-09-26 21:37:13,781 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.562219974
4983,"E2E:2018-09-26 21:37:11,444 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.554198584
4984,"E2E:2018-09-26 21:39:00,450 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.532157826
4985,"E2E:2018-09-26 21:38:18,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.49833791
4986,"E2E:2018-09-26 21:37:47,535 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.607313196
4987,"E2E:2018-09-26 21:38:47,539 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.576961989
4988,"E2E:2018-09-26 21:37:30,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.562870357
4989,"E2E:2018-09-26 21:37:48,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.542563954
4990,"E2E:2018-09-26 21:38:26,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.414366238
4991,"E2E:2018-09-26 21:38:04,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.499349617
4992,"E2E:2018-09-26 21:38:48,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.530134412
4993,"E2E:2018-09-26 21:37:17,533 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.603410898
4994,"E2E:2018-09-26 21:37:41,446 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.567206244
4995,"E2E:2018-09-26 21:38:00,447 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.520306403
4996,"E2E:2018-09-26 21:38:17,537 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.589174736
4997,"E2E:2018-09-26 21:38:34,448 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.587801705
4998,"E2E:2018-09-26 21:38:30,448 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.571469866
4999,"E2E:2018-09-26 21:39:00,450 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.532157826
5000,"E2E:2018-09-26 21:37:18,453 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.502746062
5001,"E2E:2018-09-26 21:38:00,446 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.520161873
5002,"E2E:2018-09-26 21:37:34,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.580864287
5003,"E2E:2018-09-26 21:37:18,453 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.502746062
5004,"E2E:2018-09-26 21:39:06,928 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.59936407
5005,"E2E:2018-09-26 21:38:36,926 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.603338633
5006,"E2E:2018-09-26 21:37:56,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.581731464
5007,"E2E:2018-09-26 21:37:30,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.562870357
5008,"E2E:2018-09-26 21:38:41,450 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.566266802
5009,"E2E:2018-09-26 21:41:00,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.455846221
5010,"E2E:2018-09-26 21:39:26,456 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.438213615
5011,"E2E:2018-09-26 21:40:43,795 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.566483596
5012,"E2E:2018-09-26 21:40:34,456 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.523486053
5013,"E2E:2018-09-26 21:39:34,452 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.578913138
5014,"E2E:2018-09-26 21:40:30,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.445729152
5015,"E2E:2018-09-26 21:40:06,932 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.53085706
5016,"E2E:2018-09-26 21:40:56,461 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.526521174
5017,"E2E:2018-09-26 21:39:30,452 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.559112589
5018,"E2E:2018-09-26 21:39:18,461 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.526665703
5019,"E2E:2018-09-26 21:40:36,934 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.559184853
5020,"E2E:2018-09-26 21:40:48,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.463289493
5021,"E2E:2018-09-26 21:40:48,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.463289493
5022,"E2E:2018-09-26 21:39:18,461 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.526665703
5023,"E2E:2018-09-26 21:41:06,937 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.5356988
5024,"E2E:2018-09-26 21:41:04,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.469070675
5025,"E2E:2018-09-26 21:40:04,454 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.443994797
5026,"E2E:2018-09-26 21:40:30,455 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.445729152
5027,"E2E:2018-09-26 21:39:48,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.580575228
5028,"E2E:2018-09-26 21:39:13,790 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.568073421
5029,"E2E:2018-09-26 21:39:11,452 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.550296286
5030,"E2E:2018-09-26 21:40:47,561 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.59271571
5031,"E2E:2018-09-26 21:40:18,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.394927013
5032,"E2E:2018-09-26 21:39:18,462 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.514236161
5033,"E2E:2018-09-26 21:40:26,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.337187455
5034,"E2E:2018-09-26 21:40:13,793 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.555571614
5035,"E2E:2018-09-26 21:40:41,457 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.515609192
5036,"E2E:2018-09-26 21:40:17,559 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.558245411
5037,"E2E:2018-09-26 21:39:48,462 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.565110565
5038,"E2E:2018-09-26 21:40:18,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.394927013
5039,"E2E:2018-09-26 21:39:30,452 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.559112589
5040,"E2E:2018-09-26 21:39:47,551 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.601748808
5041,"E2E:2018-09-26 21:39:36,930 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.605651106
5042,"E2E:2018-09-26 21:40:18,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.394927013
5043,"E2E:2018-09-26 21:39:41,454 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.580358433
5044,"E2E:2018-09-26 21:39:43,792 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.598713687
5045,"E2E:2018-09-26 21:40:11,456 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.471527677
5046,"E2E:2018-09-26 21:39:17,549 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.594233271
5047,"E2E:2018-09-26 21:40:48,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.463289493
5048,"E2E:2018-09-26 21:40:00,454 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.464590259
5049,"E2E:2018-09-26 21:41:00,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.455846221
5050,"E2E:2018-09-26 21:39:56,458 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.58621188
5051,"E2E:2018-09-26 21:39:48,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.580575228
5052,"E2E:2018-09-26 21:40:00,454 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.464590259
5053,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T13:40:01.1099.216882Z
SwiftRef: swi00005-2018-09-26T13:40:01.880.279211Z
Request",3,6,0.707110854
5054,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T13:40:11.1102.218036Z
SwiftRef: swi00005-2018-09-26T13:40:11.887.757932Z
Request",4,6,0.723876283
5055,"E2E:2018-09-26 21:42:43,803 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.58968059
5056,"E2E:2018-09-26 21:41:18,468 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.501589825
5057,"E2E:2018-09-26 21:43:00,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.414149444
5058,"E2E:2018-09-26 21:42:48,473 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.538444862
5059,"E2E:2018-09-26 21:41:56,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.507081948
5060,"E2E:2018-09-26 21:43:06,944 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.492556728
5061,"E2E:2018-09-26 21:42:47,576 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.593510623
5062,"E2E:2018-09-26 21:41:34,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.515247868
5063,"E2E:2018-09-26 21:42:13,801 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.582309582
5064,"E2E:2018-09-26 21:41:30,461 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.523702847
5065,"E2E:2018-09-26 21:42:11,462 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.514019367
5066,"E2E:2018-09-26 21:42:48,473 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.538444862
5067,"E2E:2018-09-26 21:42:34,468 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.573782338
5068,"E2E:2018-09-26 21:41:18,468 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.501589825
5069,"E2E:2018-09-26 21:41:17,570 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.57804596
5070,"E2E:2018-09-26 21:41:47,572 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.588307559
5071,"E2E:2018-09-26 21:41:48,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.513585778
5072,"E2E:2018-09-26 21:41:43,799 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.554487643
5073,"E2E:2018-09-26 21:41:36,939 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.578479549
5074,"E2E:2018-09-26 21:41:48,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.513585778
5075,"E2E:2018-09-26 21:42:48,473 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.538444862
5076,"E2E:2018-09-26 21:42:06,941 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.507009683
5077,"E2E:2018-09-26 21:41:48,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.513585778
5078,"E2E:2018-09-26 21:42:41,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.575878017
5079,"E2E:2018-09-26 21:42:00,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.537216361
5080,"E2E:2018-09-26 21:41:11,459 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.461049285
5081,"E2E:2018-09-26 21:42:00,463 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.537216361
5082,"E2E:2018-09-26 21:43:04,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.405766729
5083,"E2E:2018-09-26 21:42:18,471 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.500289059
5084,"E2E:2018-09-26 21:42:56,471 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.566050007
5085,"E2E:2018-09-26 21:43:00,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.414149444
5086,"E2E:2018-09-26 21:42:17,574 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.583827143
5087,"E2E:2018-09-26 21:41:18,468 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.501589825
5088,"E2E:2018-09-26 21:42:18,470 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.517054488
5089,"E2E:2018-09-26 21:42:30,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.4821506
5090,"E2E:2018-09-26 21:41:26,462 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.392975864
5091,"E2E:2018-09-26 21:41:41,460 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.625740714
5092,"E2E:2018-09-26 21:42:36,942 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.584477526
5093,"E2E:2018-09-26 21:41:13,797 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.576383871
5094,"E2E:2018-09-26 21:42:26,467 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.429686371
5095,"E2E:2018-09-26 21:42:30,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.4821506
5096,"E2E:2018-09-26 21:42:04,460 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.537794479
5097,"E2E:2018-09-26 21:41:30,461 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.523702847
5098,"E2E:2018-09-26 21:42:18,470 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.517054488
5099,"E2E:2018-09-26 21:45:00,473 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.441031941
5100,"E2E:2018-09-26 21:43:56,481 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.567784362
5101,"E2E:2018-09-26 21:44:30,471 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.522040757
5102,"E2E:2018-09-26 21:44:11,467 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.524931348
5103,"E2E:2018-09-26 21:44:47,583 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.572987426
5104,"E2E:2018-09-26 21:44:18,480 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.455268102
5105,"E2E:2018-09-26 21:44:18,480 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.455268102
5106,"E2E:2018-09-26 21:45:04,476 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.449125596
5107,"E2E:2018-09-26 21:44:17,582 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.576745194
5108,"E2E:2018-09-26 21:43:18,477 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.47882642
5109,"E2E:2018-09-26 21:44:48,482 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.546177193
5110,"E2E:2018-09-26 21:44:26,483 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.401575372
5111,"E2E:2018-09-26 21:43:26,473 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.352724382
5112,"E2E:2018-09-26 21:44:43,811 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.599147276
5113,"E2E:2018-09-26 21:43:13,805 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.551597052
5114,"E2E:2018-09-26 21:44:56,498 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.576456135
5115,"E2E:2018-09-26 21:43:48,478 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.49197861
5116,"E2E:2018-09-26 21:44:48,482 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.546177193
5117,"E2E:2018-09-26 21:45:00,472 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.508599509
5118,"E2E:2018-09-26 21:44:00,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.462060991
5119,"E2E:2018-09-26 21:44:00,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.462060991
5120,"E2E:2018-09-26 21:43:18,477 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.47882642
5121,"E2E:2018-09-26 21:43:11,464 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.411909235
5122,"E2E:2018-09-26 21:43:48,478 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.49197861
5123,"E2E:2018-09-26 21:43:36,953 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.555138026
5124,"E2E:2018-09-26 21:44:48,482 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.546177193
5125,"E2E:2018-09-26 21:44:30,471 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.522040757
5126,"E2E:2018-09-26 21:43:43,808 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",3,3,0.615045527
5127,"E2E:2018-09-26 21:44:13,809 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.593438358
5128,"E2E:2018-09-26 21:43:47,580 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.589752854
5129,"E2E:2018-09-26 21:44:41,469 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.524425495
5130,"E2E:2018-09-26 21:43:17,578 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.579635786
5131,"E2E:2018-09-26 21:43:18,477 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.47882642
5132,"E2E:2018-09-26 21:44:06,954 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.558751265
5133,"E2E:2018-09-26 21:43:41,466 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",2,3,0.474851857
