,summary,risk,category,CDFscore
2692,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-26T03:53:43.13354.102119Z
SwiftRef: swi00006-2018-09-26T03:53:43.24986.1505110Z
Req",6,6,0.821433733
2693,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:00:03.1103.177359Z
SwiftRef: swi00005-2018-09-26T04:00:03.891.582053Z
Request",3,6,0.694825842
2694,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:00:15.1108.179908Z
SwiftRef: swi00005-2018-09-26T04:00:15.879.1497731Z
Reques",4,6,0.720407573
2695,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-26T04:06:12.16394.149159Z
SwiftRef: swi00001-2018-09-26T04:06:12.15076.609246Z
Requ",6,6,0.831478537
2696,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-26T04:06:42.26591.079711Z
SwiftRef: swi00003-2018-09-26T04:06:42.28895.245196Z
Requ",9,6,0.888134123
2697,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:10:05.1099.177828Z
SwiftRef: swi00005-2018-09-26T04:10:05.876.1523562Z
Reques",3,6,0.653129065
2698,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00060-2018-09-26T04:16:44.22822.113275Z
SwiftRef: swi00004-2018-09-26T04:16:44.11416.728260Z
Requ",9,6,0.884954473
2699,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:20:11.1107.182097Z
SwiftRef: swi00005-2018-09-26T04:20:11.876.1528003Z
Reques",3,6,0.70689406
2700,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-26T04:26:18.23444.138204Z
SwiftRef: swi00004-2018-09-26T04:26:18.11435.3744671Z
Req",6,6,0.838560486
2701,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-09-26T04:26:29.27210.092533Z
SwiftRef: swi00003-2018-09-26T04:26:29.28898.249595Z
Requ",9,6,0.883509178
2702,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:30:00.1100.182927Z
SwiftRef: swi00005-2018-09-26T04:30:00.879.1511056Z
Reques",3,6,0.713470155
2703,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:30:11.1105.183721Z
SwiftRef: swi00005-2018-09-26T04:30:11.888.587626Z
Request",4,6,0.716938864
2704,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-09-26T04:37:26.13985.143986Z
SwiftRef: swi00005-2018-09-26T04:37:26.890.589870Z
Reques",10,6,0.902081226
2705,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:40:10.1108.182874Z
SwiftRef: swi00005-2018-09-26T04:40:10.897.3533644Z
Reques",3,6,0.655513803
2706,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-26T04:46:22.23424.136862Z
SwiftRef: swi00004-2018-09-26T04:46:22.11434.3760638Z
Req",9,6,0.893843041
2707,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T04:50:10.1106.184636Z
SwiftRef: swi00005-2018-09-26T04:50:10.879.1518608Z
Reques",3,6,0.652767741
2708,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00068-2018-09-26T04:56:28.17713.205181Z
SwiftRef: swi00001-2018-09-26T04:56:28.15093.3763482Z
Req",16,6,0.936262466
2709,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00058-2018-09-26T04:56:45.12007.127250Z
SwiftRef: swi00003-2018-09-26T04:56:45.24410.1607397Z
Req",11,6,0.912415089
2710,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:00:04.1106.185067Z
SwiftRef: swi00005-2018-09-26T05:00:04.896.3526873Z
Reques",3,6,0.674158115
2711,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-26T05:06:16.26642.085897Z
SwiftRef: swi00001-2018-09-26T05:06:16.8917.365208Z
Reque",5,6,0.793394999
2712,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00067-2018-09-26T05:06:40.2333.154854Z
SwiftRef: swi00006-2018-09-26T05:06:40.24986.1538400Z
Requ",4,6,0.770342535
2713,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:10:02.1109.184647Z
SwiftRef: swi00005-2018-09-26T05:10:02.876.1549219Z
Reques",3,6,0.648287325
2714,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:10:05.1098.181943Z
SwiftRef: swi00005-2018-09-26T05:10:05.892.3544078Z
Reques",3,6,0.645252204
2715,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:10:09.1103.181593Z
SwiftRef: swi00005-2018-09-26T05:10:09.884.212091Z
Request",3,6,0.640627258
2716,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-26T05:16:26.25377.079934Z
SwiftRef: swi00003-2018-09-26T05:16:26.28912.2856962Z
Req",4,6,0.774172568
2717,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:20:02.1106.186228Z
SwiftRef: swi00005-2018-09-26T05:20:02.877.1550912Z
Reques",3,6,0.680300621
2718,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:20:08.1105.186289Z
SwiftRef: swi00005-2018-09-26T05:20:08.882.214145Z
Request",3,6,0.692585634
2719,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-26T05:23:35.13367.105081Z
SwiftRef: swi00006-2018-09-26T05:23:35.24978.3578251Z
Req",6,6,0.840367105
2720,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-26T05:26:16.26636.086750Z
SwiftRef: swi00001-2018-09-26T05:26:16.8942.3205359Z
Requ",4,6,0.769908946
2721,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:30:01.1106.186710Z
SwiftRef: swi00005-2018-09-26T05:30:01.892.3564032Z
Reques",3,6,0.677988149
2722,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:30:06.1108.185189Z
SwiftRef: swi00005-2018-09-26T05:30:06.892.3564114Z
Reques",3,6,0.680589681
2723,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:33:16.1100.186590Z
SwiftRef: swi00005-2018-09-26T05:33:16.875.1549621Z
Reques",3,6,0.712097124
2724,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:33:18.1104.183445Z
SwiftRef: swi00005-2018-09-26T05:33:19.886.603382Z
Request",3,6,0.692513369
2725,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:33:18.1099.182773Z
SwiftRef: swi00005-2018-09-26T05:33:18.897.3584281Z
Reques",4,6,0.715204509
2726,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:33:19.1098.183212Z
SwiftRef: swi00005-2018-09-26T05:33:19.878.1540393Z
Reques",4,6,0.717516982
2727,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:33:23.1108.185467Z
SwiftRef: swi00005-2018-09-26T05:33:23.876.1561559Z
Reques",3,6,0.710145975
2728,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-26T05:36:24.23438.140971Z
SwiftRef: swi00004-2018-09-26T05:36:24.11434.3814180Z
Req",5,6,0.80792022
2729,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:40:04.1098.183780Z
SwiftRef: swi00005-2018-09-26T05:40:04.893.3575615Z
Reques",3,6,0.684130655
2730,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:40:08.1104.183998Z
SwiftRef: swi00005-2018-09-26T05:40:08.892.3574876Z
Reques",3,6,0.699306258
2731,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00060-2018-09-26T05:46:44.22836.116527Z
SwiftRef: swi00004-2018-09-26T05:46:44.11431.3840760Z
Req",8,6,0.879823674
2732,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00055-2018-09-26T05:50:07.1109.187204Z
SwiftRef: swi00005-2018-09-26T05:50:07.875.1559904Z
Reques",3,6,0.695114901
2733,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-26T05:56:18.23444.142363Z
SwiftRef: swi00004-2018-09-26T05:56:18.11431.3851842Z
Req",7,6,0.846437346
